type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smo+˝,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,23057439,0,110,0,0,23.2409,384,[110 96 6 0 0 0 0 0 0 0 0 0 -10 15 -10 15 -11 15 -12 14 -12 14 -12 13 -13 13 -13 13 -13 12 -13 12 -14 12 -14 11 -14 11 -14 11 -13 10 -14 10 -13 10 -13 10 -13 10 -13 10 -13 10 -12 9 -12 9 -12 9 -12 9 -12 9 0 0 -12 9 -12 9 -11 10 -11 10 -10 10 -11 10 -10 10 -10 10 -10 10 -10 10 -10 10 -10 10 -10 11 -9 11 -9 11 -9 11 -9 11 -8 11 -8 12 -8 12 -8 12 -9 12 -8 12 -8 12 -8 12 -7 12 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,24046672,0,110,0,0,24.2301,384,[110 96 6 0 0 0 0 0 0 0 0 0 19 5 19 5 18 6 19 7 18 6 18 7 18 8 17 9 18 9 16 9 17 9 17 10 16 9 16 9 16 9 16 10 15 9 15 9 15 9 15 9 14 9 15 9 14 8 14 8 14 8 14 8 0 0 14 7 14 7 15 7 14 6 14 6 14 6 14 6 14 5 15 5 14 4 14 4 14 4 15 4 15 4 15 3 15 3 15 3 15 3 15 3 15 2 15 2 16 2 15 1 16 1 16 1 16 0 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,25044434,0,110,0,0,25.2279,384,[110 96 6 0 0 0 0 0 0 0 0 0 11 -15 11 -14 12 -14 12 -13 13 -14 12 -13 13 -12 13 -12 13 -12 14 -12 13 -11 14 -11 14 -11 14 -10 13 -10 13 -10 13 -10 13 -10 12 -9 13 -9 13 -9 12 -10 12 -10 12 -9 12 -9 11 -9 0 0 11 -10 11 -9 11 -10 10 -10 10 -10 10 -10 10 -10 10 -11 9 -11 9 -11 9 -11 9 -11 9 -11 8 -11 8 -12 8 -12 8 -12 7 -12 8 -12 7 -13 7 -13 7 -13 7 -13 7 -13 7 -13 6 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,26048683,0,110,0,0,26.2321,384,[110 96 6 0 0 0 0 0 0 0 0 0 3 -19 4 -18 4 -18 5 -18 5 -18 5 -17 6 -17 6 -17 7 -17 7 -17 7 -16 7 -16 8 -16 8 -16 7 -16 8 -16 7 -15 7 -15 7 -15 7 -15 7 -14 7 -15 7 -14 7 -14 6 -14 6 -14 0 0 5 -14 5 -14 5 -14 4 -14 5 -14 4 -14 4 -14 4 -14 3 -14 3 -14 3 -14 3 -14 3 -14 2 -15 2 -14 1 -15 1 -15 1 -15 1 -15 0 -15 0 -15 0 -15 0 -15 0 -15 -1 -15 -1 -15 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,27046783,0,110,0,0,27.2302,384,[110 96 6 0 0 0 0 0 0 0 0 0 8 18 7 18 7 18 6 18 6 19 5 18 5 19 5 19 4 19 3 19 3 19 2 19 2 19 2 18 2 18 2 18 2 18 2 17 2 17 2 17 2 17 2 17 2 16 2 16 2 16 2 16 0 0 3 15 3 16 3 15 3 15 3 14 4 15 4 14 4 15 5 14 5 15 5 15 5 14 5 14 6 14 6 14 6 14 7 14 7 14 7 14 7 13 8 13 7 13 8 13 8 13 8 13 8 13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,28049805,0,110,0,0,28.2332,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 15 9 15 8 16 7 16 7 16 7 16 6 16 6 17 5 16 5 16 4 17 4 17 4 16 4 16 4 16 3 16 4 16 4 15 3 15 3 15 3 15 3 15 3 15 3 14 3 14 3 14 0 0 4 14 4 14 4 13 5 13 4 12 4 13 5 13 5 13 5 13 6 12 6 12 6 12 6 12 6 12 7 12 7 12 7 12 8 11 8 12 8 12 8 11 8 11 8 11 8 11 9 11 9 11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,29048872,0,110,0,0,29.2323,384,[110 96 6 0 0 0 0 0 0 0 0 0 17 -4 17 -4 17 -4 18 -3 18 -3 17 -2 17 -2 17 -1 17 -1 17 -1 17 0 17 0 17 0 17 0 17 0 16 1 16 1 15 1 16 1 15 1 15 1 15 1 15 0 15 0 15 0 14 0 0 0 14 0 14 0 14 -1 14 -1 14 -1 14 -1 14 -2 14 -2 14 -2 13 -3 14 -3 13 -3 13 -3 14 -3 13 -3 13 -4 13 -4 13 -4 13 -5 13 -5 13 -5 13 -5 13 -5 13 -6 13 -6 13 -6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,30050256,0,110,0,0,30.2337,384,[110 96 6 0 0 0 0 0 0 0 0 0 14 -11 15 -10 15 -10 16 -9 15 -9 16 -8 16 -8 16 -8 16 -8 16 -7 16 -7 16 -6 16 -6 16 -5 16 -6 15 -5 15 -5 15 -5 15 -5 15 -5 15 -5 15 -5 14 -5 14 -5 14 -5 14 -5 0 0 13 -6 13 -5 13 -6 12 -6 13 -6 13 -6 13 -6 12 -7 12 -7 12 -7 12 -7 12 -8 12 -8 12 -8 11 -8 11 -9 11 -9 11 -9 11 -9 11 -10 11 -10 11 -10 10 -10 10 -10 10 -10 10 -10 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,31053862,0,110,0,0,31.2373,384,[110 96 6 0 0 0 0 0 0 0 0 0 -9 -19 -8 -19 -8 -20 -7 -19 -7 -20 -6 -20 -6 -20 -5 -20 -5 -20 -4 -20 -4 -20 -4 -20 -3 -20 -3 -20 -3 -19 -3 -19 -3 -18 -3 -18 -3 -18 -2 -18 -3 -18 -2 -18 -3 -18 -3 -17 -3 -17 -3 -17 0 0 -3 -17 -4 -17 -4 -16 -4 -17 -5 -16 -5 -16 -5 -16 -5 -16 -5 -16 -6 -16 -6 -15 -6 -15 -6 -15 -7 -15 -7 -15 -8 -15 -7 -15 -8 -15 -8 -15 -9 -15 -9 -15 -9 -14 -9 -14 -9 -14 -10 -14 -10 -14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,32059012,0,110,0,0,32.2426,384,[110 96 6 0 0 0 0 0 0 0 0 0 -19 7 -19 7 -19 6 -20 5 -20 5 -19 5 -19 4 -19 4 -19 4 -20 3 -19 2 -19 2 -19 2 -19 2 -19 2 -19 2 -18 1 -18 2 -18 1 -17 1 -18 2 -18 1 -17 2 -17 1 -17 1 -17 2 0 0 -16 2 -17 2 -16 2 -16 3 -15 3 -16 3 -16 4 -15 4 -15 4 -15 5 -15 5 -15 4 -15 5 -14 5 -15 6 -15 6 -15 6 -14 6 -14 7 -14 7 -14 7 -14 7 -14 8 -14 8 -14 8 -14 8 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,33054721,0,110,0,0,33.2381,384,[110 96 6 0 0 0 0 0 0 0 0 0 1 -21 1 -21 2 -21 3 -21 3 -21 3 -20 4 -20 4 -20 5 -20 5 -20 6 -19 6 -19 6 -19 6 -19 6 -18 6 -18 6 -18 6 -18 6 -17 6 -17 6 -17 6 -17 5 -17 5 -17 6 -17 5 -16 0 0 4 -16 4 -16 4 -16 4 -16 3 -16 3 -16 3 -16 2 -16 2 -16 1 -16 1 -16 1 -16 1 -16 1 -16 0 -16 0 -16 0 -17 -1 -17 -1 -16 -1 -17 -2 -17 -2 -17 -2 -17 -2 -17 -2 -17 -2 -17 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,34061264,0,110,0,0,34.2447,384,[110 96 6 0 0 0 0 0 0 0 0 0 -21 0 -21 -1 -21 -2 -21 -2 -21 -3 -20 -3 -20 -4 -20 -4 -20 -5 -19 -5 -19 -5 -19 -6 -19 -6 -19 -6 -19 -6 -18 -5 -18 -6 -18 -5 -18 -5 -17 -6 -17 -5 -17 -5 -17 -5 -16 -5 -17 -5 -17 -5 0 0 -17 -4 -16 -4 -16 -4 -16 -3 -16 -3 -16 -3 -17 -2 -16 -2 -16 -2 -16 -1 -16 -1 -16 -1 -16 -1 -16 -1 -16 0 -16 0 -16 0 -16 1 -16 2 -16 1 -16 1 -17 2 -16 2 -16 2 -16 2 -16 2 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,35055536,0,110,0,0,35.239,384,[110 96 6 0 0 0 0 0 0 0 0 0 -16 -13 -15 -15 -15 -15 -14 -15 -14 -15 -14 -16 -13 -16 -13 -16 -12 -16 -11 -16 -12 -17 -11 -17 -11 -17 -11 -17 -10 -17 -10 -16 -10 -16 -10 -16 -10 -16 -9 -16 -10 -16 -10 -15 -9 -15 -10 -14 -10 -15 -10 -15 0 0 -10 -14 -9 -14 -10 -13 -10 -13 -10 -13 -11 -13 -11 -12 -11 -12 -11 -12 -11 -12 -11 -11 -12 -11 -12 -11 -12 -11 -12 -11 -13 -11 -13 -10 -13 -11 -13 -10 -13 -10 -14 -10 -14 -10 -13 -9 -14 -9 -14 -9 -15 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,36059212,0,110,0,0,36.2427,384,[110 96 6 0 0 0 0 0 0 0 0 0 -5 17 -6 17 -6 17 -7 17 -7 16 -7 16 -8 16 -8 15 -8 15 -9 15 -9 14 -10 14 -10 14 -10 14 -10 14 -10 14 -10 14 -9 13 -10 13 -9 13 -9 13 -9 12 -9 12 -9 12 -9 12 -9 12 0 0 -8 12 -8 12 -8 12 -7 12 -7 12 -6 12 -7 12 -6 12 -6 12 -6 13 -6 13 -6 13 -6 13 -5 13 -5 13 -5 13 -4 13 -4 13 -4 13 -4 13 -4 14 -4 14 -4 13 -4 13 -3 14 -3 14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,37060026,0,110,0,0,37.2434,384,[110 96 6 0 0 0 0 0 0 0 0 0 -18 5 -18 5 -19 4 -19 3 -19 3 -18 2 -18 2 -18 2 -18 1 -18 1 -18 0 -18 0 -18 -1 -18 0 -18 0 -17 -1 -17 -1 -17 -1 -17 0 -17 0 -16 -1 -16 -1 -16 -1 -16 -1 -16 -1 -16 0 0 0 -15 0 -15 0 -15 1 -15 1 -15 1 -15 1 -15 1 -15 2 -15 2 -15 2 -14 2 -14 2 -15 3 -14 3 -14 3 -14 4 -14 4 -14 4 -14 4 -14 4 -14 5 -14 5 -14 5 -14 5 -14 5 -14 6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,38057394,0,110,0,0,38.2408,384,[110 96 6 0 0 0 0 0 0 0 0 0 2 17 1 18 0 18 -1 18 -1 18 -1 17 -2 17 -2 17 -3 17 -3 17 -3 17 -4 17 -4 16 -4 16 -4 16 -4 16 -4 16 -4 15 -4 15 -4 15 -4 15 -4 15 -4 15 -4 15 -4 15 -4 14 0 0 -3 14 -3 14 -3 14 -3 14 -2 14 -2 14 -2 13 -2 14 -1 14 -1 14 -1 14 -1 14 0 14 0 14 0 14 0 14 0 13 0 13 1 14 1 13 2 14 1 14 2 14 2 14 2 14 2 14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,39058745,0,110,0,0,39.2422,384,[110 96 6 0 0 0 0 0 0 0 0 0 -14 -16 -14 -16 -13 -17 -12 -17 -12 -17 -12 -17 -11 -17 -10 -18 -10 -18 -9 -18 -9 -18 -9 -18 -8 -18 -8 -18 -8 -18 -8 -18 -8 -17 -8 -17 -8 -17 -8 -17 -8 -17 -8 -16 -8 -16 -7 -16 -7 -16 -8 -16 0 0 -8 -15 -8 -15 -8 -14 -9 -15 -9 -14 -9 -14 -9 -14 -10 -14 -10 -13 -10 -13 -10 -13 -10 -13 -10 -13 -11 -12 -11 -12 -12 -12 -11 -12 -12 -12 -12 -12 -12 -12 -13 -12 -13 -11 -12 -11 -13 -11 -13 -11 -13 -11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,40061824,0,110,0,0,40.2453,384,[110 96 6 0 0 0 0 0 0 0 0 0 17 4 17 5 17 5 16 6 16 6 16 6 16 7 16 7 15 7 15 8 15 8 15 8 15 9 14 8 14 8 14 8 13 8 13 8 13 8 13 8 13 7 13 8 13 7 12 8 12 7 13 7 0 0 13 6 13 6 13 6 12 6 12 5 13 5 13 5 13 4 13 4 13 4 13 4 13 4 13 4 14 4 13 3 13 3 13 3 13 2 14 2 14 2 14 2 14 2 14 1 14 1 14 1 14 1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,41061035,0,110,0,0,41.2445,384,[110 96 6 0 0 0 0 0 0 0 0 0 -20 -7 -19 -7 -19 -8 -19 -9 -19 -9 -18 -10 -18 -10 -18 -10 -17 -11 -17 -11 -17 -11 -17 -12 -16 -12 -16 -12 -15 -11 -15 -12 -15 -11 -15 -11 -14 -11 -14 -11 -14 -11 -14 -11 -14 -11 -14 -11 -14 -11 -14 -11 0 0 -14 -10 -14 -10 -14 -9 -14 -9 -14 -9 -14 -9 -14 -9 -15 -8 -14 -8 -15 -8 -14 -7 -15 -7 -15 -7 -15 -7 -15 -7 -15 -6 -15 -6 -15 -6 -15 -5 -16 -5 -16 -5 -16 -5 -16 -5 -16 -5 -16 -5 -16 -5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,42065677,0,110,0,0,42.2491,384,[110 96 6 0 0 0 0 0 0 0 0 0 10 -15 11 -15 11 -14 12 -14 11 -14 12 -14 12 -13 13 -12 13 -12 13 -12 13 -12 13 -11 13 -11 13 -11 13 -11 13 -10 13 -10 12 -10 13 -10 13 -10 12 -9 12 -10 11 -10 12 -10 12 -10 11 -10 0 0 11 -10 11 -10 11 -10 10 -10 10 -10 10 -10 10 -10 9 -11 9 -11 9 -11 8 -11 8 -12 8 -12 9 -12 8 -11 8 -12 8 -12 7 -12 8 -13 7 -13 7 -13 7 -13 7 -13 6 -13 6 -13 6 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,43074156,0,110,0,0,43.2576,384,[110 96 6 0 0 0 0 0 0 0 0 0 -15 10 -15 10 -16 9 -17 9 -16 8 -16 8 -16 8 -16 7 -17 7 -17 6 -17 6 -17 6 -17 5 -17 5 -17 5 -17 5 -16 4 -16 4 -16 4 -16 5 -15 5 -16 4 -15 4 -15 4 -15 4 -15 4 0 0 -14 5 -14 5 -14 5 -14 5 -14 5 -13 5 -14 6 -13 6 -13 6 -13 6 -13 6 -13 7 -13 7 -13 7 -12 7 -13 7 -12 7 -12 8 -12 8 -11 8 -12 8 -12 8 -12 9 -11 9 -12 9 -11 9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,44067799,0,110,0,0,44.2512,384,[110 96 6 0 0 0 0 0 0 0 0 0 -16 -11 -16 -11 -15 -12 -15 -12 -14 -12 -14 -13 -13 -13 -13 -13 -13 -13 -12 -13 -13 -14 -12 -14 -11 -14 -11 -14 -12 -14 -11 -13 -11 -13 -11 -13 -10 -13 -10 -13 -10 -13 -10 -13 -10 -12 -10 -12 -10 -12 -10 -12 0 0 -11 -12 -10 -11 -10 -11 -11 -11 -11 -11 -11 -10 -11 -11 -11 -10 -11 -10 -12 -10 -12 -9 -12 -9 -12 -9 -12 -9 -12 -9 -13 -8 -13 -8 -13 -8 -13 -8 -13 -7 -13 -8 -13 -7 -13 -7 -14 -7 -14 -7 -14 -7 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-49,11,1,5,1,1,1,1,0,0,0,-96,1,6,1,45071373,0,110,0,0,45.2548,384,[110 96 6 0 0 0 0 0 0 0 0 0 18 10 17 10 17 11 17 11 16 12 15 12 15 12 15 13 15 14 14 13 14 13 14 14 13 14 13 14 13 14 13 14 12 13 12 13 12 13 12 13 12 13 12 13 11 13 11 12 11 12 11 12 0 0 12 12 12 12 12 11 12 11 11 10 12 10 12 10 12 10 12 10 12 9 13 9 13 9 13 9 13 9 13 8 14 8 14 8 14 7 14 8 14 7 14 7 14 7 15 6 14 6 15 6 15 6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,46066194,0,110,0,0,46.2496,384,[110 96 6 0 0 0 0 0 0 0 0 0 20 0 20 1 20 2 20 2 20 3 19 3 19 3 19 4 19 4 19 5 18 5 18 5 18 5 18 6 18 6 18 6 17 5 17 5 17 5 17 5 16 5 16 5 16 5 15 4 16 5 16 4 0 0 15 3 16 3 15 3 15 3 15 2 15 2 15 2 16 1 15 1 15 1 15 1 15 0 15 0 16 0 15 -1 15 -1 16 -1 15 -1 16 -2 16 -2 15 -2 16 -3 16 -3 15 -3 15 -3 15 -3 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,47067690,0,110,0,0,47.2511,384,[110 96 6 0 0 0 0 0 0 0 0 0 19 -5 19 -5 19 -4 20 -3 20 -3 19 -2 19 -1 20 -1 20 0 19 0 19 0 19 1 19 1 19 1 19 1 18 2 18 2 17 1 17 2 17 2 17 2 17 2 17 1 16 1 17 1 17 1 0 0 16 1 16 1 16 1 15 0 15 0 16 0 15 0 16 -1 16 -1 15 -1 16 -2 16 -2 16 -2 16 -3 15 -2 15 -3 15 -3 15 -3 15 -3 15 -4 15 -4 16 -4 15 -5 15 -5 15 -5 15 -5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,48067431,0,110,0,0,48.2509,384,[110 96 6 0 0 0 0 0 0 0 0 0 -1 19 -2 20 -3 20 -4 20 -4 19 -4 19 -5 19 -5 19 -6 19 -6 18 -6 18 -7 18 -7 17 -7 17 -7 17 -7 17 -7 17 -7 16 -7 16 -7 16 -7 16 -7 16 -6 16 -6 15 -6 15 -6 15 0 0 -5 15 -5 15 -5 15 -4 15 -4 15 -4 15 -4 15 -4 15 -3 15 -3 15 -3 15 -3 15 -2 15 -2 15 -1 15 -1 16 -1 15 -1 16 -1 16 0 16 0 16 0 16 0 15 1 16 1 16 1 16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,49071008,0,110,0,0,49.2544,384,[110 96 6 0 0 0 0 0 0 0 0 0 4 -18 5 -18 6 -18 7 -18 7 -17 7 -17 7 -17 7 -17 8 -17 8 -16 8 -15 9 -16 9 -15 9 -15 9 -15 9 -14 8 -14 8 -14 9 -14 9 -14 8 -14 8 -14 8 -13 8 -13 8 -13 7 -13 0 0 7 -13 7 -13 7 -14 6 -13 6 -13 6 -13 6 -13 5 -14 5 -14 4 -13 5 -14 4 -14 4 -14 4 -14 4 -14 3 -14 4 -14 3 -14 3 -14 2 -15 2 -15 2 -15 2 -15 2 -15 2 -15 1 -15 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,50071957,0,110,0,0,50.2554,384,[110 96 6 0 0 0 0 0 0 0 0 0 17 9 17 9 17 10 16 11 16 11 16 12 15 12 15 12 14 13 14 13 14 13 14 13 13 13 13 13 12 13 12 13 12 13 12 12 12 13 12 12 11 12 11 12 11 12 11 11 11 12 11 11 0 0 11 11 11 11 12 10 11 10 11 10 12 10 12 10 11 9 12 9 12 9 12 9 12 8 13 8 13 8 13 8 13 8 13 7 13 7 14 7 14 7 14 7 14 7 14 6 14 6 14 6 14 6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,51072243,0,110,0,0,51.2557,384,[110 96 6 0 0 0 0 0 0 0 0 0 18 7 18 8 18 8 17 9 17 9 17 9 16 10 17 10 16 10 16 10 16 11 15 11 15 11 15 11 14 11 14 11 14 11 14 11 13 11 14 11 13 11 13 10 13 10 12 10 13 10 13 9 0 0 13 9 13 10 13 9 13 8 13 8 13 7 13 8 13 7 13 7 13 7 14 6 14 6 14 6 15 6 14 5 14 5 14 5 15 4 15 5 15 4 15 4 15 4 15 3 15 3 16 3 16 3 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,52072662,0,110,0,0,52.2561,384,[110 96 6 0 0 0 0 0 0 0 0 0 -19 -1 -19 -1 -19 -2 -18 -2 -19 -3 -18 -3 -18 -3 -18 -3 -18 -4 -18 -4 -17 -5 -18 -5 -17 -5 -17 -6 -17 -5 -17 -5 -16 -5 -16 -5 -16 -5 -16 -5 -16 -4 -16 -5 -15 -5 -15 -5 -15 -5 -15 -5 0 0 -15 -4 -15 -3 -14 -3 -15 -3 -14 -3 -15 -2 -15 -2 -15 -2 -15 -1 -15 -2 -15 -1 -15 -1 -15 -1 -15 0 -15 0 -15 0 -15 0 -15 1 -14 1 -15 1 -15 2 -15 2 -15 1 -15 2 -15 2 -15 2 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,53076020,0,110,0,0,53.2594,384,[110 96 6 0 0 0 0 0 0 0 0 0 -6 17 -7 16 -8 17 -8 16 -9 16 -9 15 -9 15 -9 15 -10 15 -10 14 -10 14 -11 14 -11 14 -11 13 -11 13 -11 13 -11 12 -10 12 -11 12 -10 12 -10 12 -11 12 -10 12 -10 12 -10 12 -10 11 0 0 -9 12 -9 12 -9 12 -9 12 -8 11 -8 12 -8 12 -8 12 -8 12 -7 12 -7 12 -7 12 -7 13 -7 13 -6 13 -6 13 -6 13 -5 13 -5 13 -5 13 -5 13 -5 13 -5 13 -5 13 -4 14 -4 14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,54079127,0,110,0,0,54.2626,384,[110 96 6 0 0 0 0 0 0 0 0 0 7 -19 7 -19 8 -19 9 -18 9 -18 9 -17 9 -17 10 -17 10 -17 11 -16 11 -16 11 -15 11 -15 11 -15 11 -15 11 -15 11 -14 11 -14 10 -13 11 -14 10 -14 10 -14 10 -14 10 -13 10 -13 10 -13 0 0 9 -13 9 -14 9 -13 8 -14 8 -13 7 -14 7 -13 7 -14 7 -14 7 -14 7 -14 7 -14 6 -14 6 -15 6 -14 5 -15 6 -15 5 -15 4 -15 4 -16 4 -16 4 -16 4 -16 4 -16 4 -16 3 -16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,55075220,0,110,0,0,55.2586,384,[110 96 6 0 0 0 0 0 0 0 0 0 -19 -4 -19 -4 -19 -5 -19 -6 -18 -6 -18 -7 -17 -7 -18 -7 -17 -8 -17 -8 -17 -8 -16 -8 -16 -9 -16 -9 -15 -8 -16 -9 -15 -8 -15 -8 -15 -8 -14 -8 -15 -8 -14 -8 -14 -8 -14 -7 -14 -8 -14 -7 0 0 -14 -7 -14 -7 -14 -6 -14 -6 -14 -6 -14 -5 -14 -5 -14 -5 -14 -5 -15 -4 -14 -4 -15 -4 -15 -4 -14 -3 -15 -3 -15 -3 -15 -3 -14 -3 -15 -2 -15 -2 -15 -2 -15 -2 -15 -1 -15 -1 -15 -2 -15 -1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-50,11,1,6,1,1,1,1,0,0,0,-96,1,6,1,56074971,0,110,0,0,56.2584,384,[110 96 6 0 0 0 0 0 0 0 0 0 6 19 5 19 5 20 4 19 3 20 3 19 3 19 2 19 2 20 1 20 0 19 0 19 -1 19 -1 18 0 18 0 19 0 17 0 18 0 17 0 18 0 17 0 17 -1 17 0 16 -1 16 0 16 0 0 0 16 1 17 1 15 2 16 1 15 2 15 2 15 2 15 3 15 3 16 3 15 3 15 3 15 4 14 5 15 5 14 5 15 5 14 5 14 6 15 5 14 6 14 6 15 6 15 6 14 7 14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,STA,94:B9:7E:D9:DB:AD,-51,11,1,7,1,1,1,1,0,0,0,-96,1,6,1,57078380,0,110,0,0,57.2618,384,[110 96 6 0 0 0 0 0 0 0 0 0 -20 6 -20 5 -20 5 -21 4 -20 3 -20 3 -20 3 -20 2 -20 2 -20 1 -20 0 -20 0 -20 0 -20 0 -20 0 -19 0 -19 0 -18 0 -18 0 -18 0 -18 -1 -18 0 -17 0 -17 0 -18 0 -17 0 0 0 -17 0 -17 1 -17 1 -16 1 -16 1 -16 1 -16 2 -16 2 -16 2 -16 2 -16 3 -16 3 -16 3 -16 4 -16 4 -16 4 -15 5 -15 5 -15 5 -15 5 -15 5 -16 6 -15 6 -15 6 -15 6 -15 6 0 0 0 0 0 0 0 0 0 0 ]
